Target_genes	TFDP1|Average	SRX1726514|MM.1S	SRX1726517|U-266	STRING
WASF2	322.000000	514	130	0
TTC32	322.000000	305	339	0
PAK1	322.000000	471	173	0
IKZF3	322.000000	321	323	0
CALM1	322.000000	439	205	0
DNAJB5	321.500000	643	0	0
CCSAP	321.500000	505	138	0
SART1	321.000000	642	0	0
PTTG1	321.000000	393	249	0
PPP1R3E	321.000000	491	151	0
MIB1	321.000000	642	0	0
LRIG3	321.000000	642	0	0
HMCES	321.000000	642	0	0
ELP6	321.000000	403	239	0
COA1	321.000000	354	288	0
CDC20	321.000000	642	0	0
AVEN	321.000000	451	191	0
TRA2A	320.500000	448	193	0
SLC25A13	320.500000	492	149	0
MAK16	320.500000	641	0	0
HSPBP1	320.500000	641	0	0
FBXO22	320.000000	430	210	0
CLCC1	320.000000	449	191	0
OSBPL1A	319.500000	639	0	0
NLGN1	319.500000	454	185	0
MRPS23	319.500000	639	0	0
LRP2BP	319.500000	508	131	0
L2HGDH	319.500000	280	359	0
DMAC2L	319.500000	280	359	0
CBLL1	319.500000	433	206	0
C12orf57	319.500000	487	152	0
ANKRD37	319.500000	508	131	0
RUBCN	319.000000	407	231	0
NARF	319.000000	531	107	0
FYTTD1	319.000000	407	231	0
EBAG9	319.000000	327	311	0
AMN1	319.000000	555	83	0
ZWILCH	318.500000	208	429	0
ZNF680	318.500000	340	297	0
TMCC2	318.500000	637	0	0
SKAP2	318.500000	510	127	0
RPL4	318.500000	208	429	0
DHCR24	318.500000	512	125	0
ZNF658	318.000000	636	0	0
SCYL2	318.000000	446	190	0
MFSD14C	318.000000	478	158	0
LOC730098	318.000000	495	141	0
DDX21	318.000000	428	208	0
ABCC4	318.000000	636	0	0
TOMM40	317.500000	635	0	0
PAPOLA	317.500000	471	164	0
MRNIP	317.500000	426	209	0
ISOC2	317.500000	635	0	0
BORCS5	317.500000	635	0	0
AOPEP	317.500000	522	113	0
YIPF5	317.000000	634	0	0
PXT1	317.000000	545	89	0
PTPRA	317.000000	634	0	0
KCTD20	317.000000	545	89	0
KCTD16	317.000000	634	0	0
RNF157	316.500000	440	193	0
NAB2	316.500000	633	0	0
TSPAN17	316.000000	632	0	0
POFUT1	316.000000	463	169	0
PLAGL2	316.000000	463	169	0
PKP4	316.000000	411	221	0
OSTF1	316.000000	632	0	0
NMRK1	316.000000	632	0	0
CEP112	316.000000	466	166	0
CCDC148	316.000000	411	221	0
ZNF789	315.500000	417	214	0
RPS6KA3	315.500000	481	150	0
MACIR	315.500000	631	0	0
KLHL12	315.500000	451	180	0
FASN	315.500000	484	147	0
CFAP410	315.500000	540	91	0
CALR3	315.500000	530	101	0
C19orf44	315.500000	530	101	0
RUVBL2	315.000000	630	0	0
PABPN1	315.000000	346	284	0
GYS1	315.000000	630	0	0
FEM1B	315.000000	515	115	0
ASF1A	314.500000	492	137	0
MYBBP1A	314.000000	628	0	0
MRFAP1	314.000000	467	161	0
TMEM268	313.500000	459	168	0
SOAT1	313.500000	493	134	0
BNIP2	313.500000	444	183	0
AKAP11	313.500000	627	0	0
ZNF862	313.000000	626	0	0
RALGAPB	313.000000	626	0	0
NUP93	313.000000	383	243	0
ATG7	313.000000	391	235	0
PPT1	312.500000	461	164	0
LRRFIP2	312.500000	353	272	0
PTDSS1	312.000000	307	317	0
PCBD2	312.000000	514	110	0
MTERF3	312.000000	307	317	0
BAG6	312.000000	624	0	0
APOM	312.000000	624	0	0
SMU1	311.500000	468	155	0
SLC12A4	311.500000	623	0	0
SF3A3	311.500000	467	156	0
RANBP9	311.500000	511	112	0
GTF3A	311.500000	301	322	0
FSD1L	311.500000	425	198	0
H2AC19	311.000000	413	209	0
H2AC18	311.000000	413	209	0
FECH	311.000000	507	115	0
C17orf58	311.000000	622	0	0
TPST1	310.500000	621	0	0
TCF3	310.500000	621	0	0
PHF13	310.500000	621	0	0
PDHA1	310.500000	471	150	0
NFU1	310.500000	433	188	0
LRRC63	310.500000	471	150	0
CASP7	310.500000	510	111	0
SNAP23	310.000000	349	271	0
SARS2	310.000000	620	0	0
NFE2L1	310.000000	435	185	0
MRPS12	310.000000	620	0	0
ABHD11	310.000000	477	143	0
ZNF277	309.500000	531	88	0
PRPS1	309.500000	619	0	0
GABPA	309.500000	403	216	0
EXOSC6	309.500000	466	153	0
DOCK4	309.500000	531	88	0
CCPG1	309.500000	471	148	0
C15orf65	309.500000	471	148	0
ATP5PF	309.500000	403	216	0
ANAPC10	309.500000	443	176	0
ABCE1	309.500000	443	176	0
JOSD2	309.000000	535	83	0
GORAB	309.000000	417	201	0
CNNM2	309.000000	487	131	0
CHKA	309.000000	471	147	0
CDKN2C	309.000000	0	618	0
AMOTL1	309.000000	618	0	0
ZNF548	308.500000	447	170	0
SREK1IP1	308.500000	361	256	0
SPAST	308.500000	486	131	0
NIPSNAP3A	308.500000	426	191	0
HARBI1	308.500000	485	132	0
ERICH6	308.500000	414	203	0
CWC27	308.500000	361	256	0
CLN5	308.500000	465	152	0
ATG13	308.500000	485	132	0
TRIM24	308.000000	506	110	0
TMCC1	308.000000	616	0	0
PEBP1	308.000000	279	337	0
KIAA0319	308.000000	429	187	0
FRAT2	308.000000	450	166	0
CAMK2N2	308.000000	332	284	0
B2M	308.000000	389	227	0
ASNS	308.000000	477	139	0
PPP6C	307.500000	429	186	0
ITGA4	307.500000	493	122	0
DIMT1	307.500000	455	160	0
DCP1B	307.500000	615	0	0
WDR48	307.000000	510	104	0
SLC49A4	307.000000	614	0	0
SCN11A	307.000000	510	104	0
NRDC	307.000000	614	0	0
KIN	307.000000	614	0	0
FAM98B	307.000000	448	166	0
CCDC6	307.000000	524	90	0
ATP5F1C	307.000000	614	0	0
VAC14	306.500000	332	281	0
TBC1D30	306.500000	454	159	0
SPTLC2	306.500000	492	121	0
SESN1	306.500000	613	0	0
OTULINL	306.500000	613	0	0
MRPL4	306.500000	400	213	0
GNS	306.500000	454	159	0
TSEN2	306.000000	471	141	0
SLC25A42	306.000000	440	172	0
CYP51A1	306.000000	448	164	0
OGFOD1	305.500000	388	223	0
NUDT21	305.500000	388	223	0
DRG1	305.500000	461	150	0
SVIP	305.000000	610	0	0
PCNP	305.000000	465	145	0
H3C3	305.000000	610	0	0
GNL2	305.000000	405	205	0
AHCY	305.000000	522	88	0
MTMR4	304.500000	526	83	0
DDTL	304.500000	406	203	0
BCAS3	304.500000	609	0	0
WDR61	304.000000	454	154	0
STIP1	304.000000	608	0	0
PPM1B	304.000000	446	162	0
POGLUT3	304.000000	608	0	0
IQCC	304.000000	452	156	0
CNOT6L	304.000000	608	0	0
WDR54	303.500000	472	135	0
TTBK2	303.500000	475	132	0
TNFRSF10A	303.500000	607	0	0
PCBP3	303.500000	607	0	0
NME6	303.500000	336	271	0
NDFIP2	303.500000	339	268	0
GPR37	303.500000	607	0	0
C2orf81	303.500000	472	135	0
MTMR2	303.000000	426	180	0
DCTPP1	303.000000	521	85	0
SPIDR	302.500000	501	104	0
MGRN1	302.500000	605	0	0
ERRFI1	302.500000	605	0	0
WDR41	302.000000	473	131	0
DLGAP4	302.000000	447	157	0
BTBD1	302.000000	333	271	0
UTP11	301.500000	432	171	0
TPM1	301.500000	465	138	0
RNASEH2B	301.500000	397	206	0
CEBPZ	301.500000	415	188	0
ACOT9	301.500000	508	95	0
SLC25A3	300.500000	601	0	0
LAMTOR4	300.500000	601	0	0
FAM193A	300.500000	601	0	0
CREG1	300.000000	443	157	0
ZNF207	299.500000	599	0	0
SYPL1	299.500000	494	105	0
ZFAND4	299.000000	514	84	0
RNF139	299.000000	488	110	0
REX1BD	299.000000	364	234	0
PPP1R12B	299.000000	598	0	0
MARVELD1	299.000000	502	96	0
DR1	299.000000	215	383	0
DIXDC1	299.000000	598	0	0
THYN1	298.500000	597	0	0
SMARCA2	298.500000	597	0	0
LOC100289561	298.500000	486	111	0
H3C8	298.500000	597	0	0
DCXR	298.500000	597	0	0
ASRGL1	298.500000	346	251	0
ACAD8	298.500000	597	0	0
SLC26A2	298.000000	498	98	0
CBX1	298.000000	365	231	0
NETO2	297.500000	464	131	0
MIIP	297.500000	595	0	0
ESR2	297.500000	445	150	0
BOD1	297.500000	595	0	0
RIC1	297.000000	594	0	0
RANBP2	297.000000	445	149	0
RABIF	297.000000	498	96	0
ME2	297.000000	421	173	0
VPS26A	296.500000	593	0	0
STRAP	296.500000	593	0	0
SLC25A33	296.500000	419	174	0
MORN3	296.500000	269	324	0
FIP1L1	296.500000	593	0	0
ERBB3	296.500000	593	0	0
CATSPERE	296.500000	388	205	0
WDR36	296.000000	377	215	0
RPS12	296.000000	592	0	0
CENPE	296.000000	370	222	0
RBKS	295.500000	485	106	0
CXorf58	295.500000	591	0	0
BABAM2	295.500000	485	106	0
APOO	295.500000	591	0	0
ZCWPW2	295.000000	430	160	0
TRIM8	295.000000	424	166	0
TBC1D10B	295.000000	590	0	0
SLC12A2	295.000000	371	219	0
MYLPF	295.000000	590	0	0
CDK5RAP2	295.000000	441	149	0
AZI2	295.000000	430	160	0
TANGO2	294.500000	589	0	0
STX11	294.500000	372	217	0
PPP1R3F	294.500000	589	0	0
PIBF1	294.500000	327	262	0
OCIAD1	294.500000	367	222	0
DIS3	294.500000	327	262	0
CALHM6	294.500000	589	0	0
ATPAF1	294.500000	467	122	0
ABCB8	294.500000	589	0	0
ZNF335	294.000000	588	0	0
RPL23A	294.000000	588	0	0
INO80C	294.000000	499	89	0
GPATCH8	294.000000	588	0	0
ETF1	294.000000	454	134	0
EFNB2	294.000000	588	0	0
EFCAB2	294.000000	383	205	0
CEP126	294.000000	588	0	0
ZNF682	293.500000	0	587	0
GUF1	293.500000	587	0	0
ARL13B	293.500000	465	122	0
ZNF273	293.000000	310	276	0
ZCCHC4	293.000000	586	0	0
RAB3GAP2	293.000000	586	0	0
PPFIA3	293.000000	411	175	0
MYCL	293.000000	586	0	0
CCNF	293.000000	469	117	0
C19orf73	293.000000	411	175	0
AAAS	293.000000	381	205	0
UBA2	292.500000	482	103	0
TMEM185B	292.500000	404	181	0
SLC16A6	292.500000	380	205	0
SEC61A2	292.500000	467	118	0
NUBP1	292.500000	366	219	0
AXDND1	292.500000	339	246	0
ATG2A	292.500000	585	0	0
ARSG	292.500000	380	205	0
TRAPPC4	292.000000	584	0	0
THNSL1	292.000000	444	140	0
RPS25	292.000000	584	0	0
MRPL12	292.000000	403	181	0
AP5S1	292.000000	380	204	0
WDSUB1	291.500000	443	140	0
RFX3	291.500000	318	265	0
RNASE4	291.000000	349	233	0
PRICKLE1	291.000000	582	0	0
NAPA	291.000000	582	0	0
MET	291.000000	424	158	0
LSM6	291.000000	372	210	0
HNRNPR	291.000000	449	133	0
CDK5R1	291.000000	435	147	0
C1QBP	291.000000	582	0	0
BEND3	291.000000	582	0	0
ANG	291.000000	349	233	0
UXT	290.500000	401	180	0
SLC12A6	290.500000	581	0	0
PLCXD1	290.500000	397	184	0
MAP3K9	290.500000	581	0	0
ANKRD18B	290.500000	401	180	0
ALDOA	290.500000	375	206	0
ZNF138	290.000000	163	417	0
ZC3H14	290.000000	298	282	0
TOM1	290.000000	580	0	0
RPN1	290.000000	580	0	0
KIFBP	290.000000	580	0	0
IQCH	290.000000	438	142	0
DMAC2	290.000000	580	0	0
BIRC6	290.000000	388	192	0
AAGAB	290.000000	438	142	0
ZRANB3	289.500000	409	170	0
USP39	289.500000	367	212	0
TMED9	289.500000	442	137	0
SIGMAR1	289.500000	406	173	0
RIOK3	289.500000	579	0	0
R3HDM1	289.500000	409	170	0
PSTK	289.500000	405	174	0
MEX3B	289.500000	473	106	0
BCLAF1	289.500000	352	227	0
TUSC1	289.000000	578	0	0
TRIP11	289.000000	317	261	0
SEC61A1	289.000000	450	128	0
RPS15A	289.000000	456	122	0
RBM33	289.000000	311	267	0
RAVER2	289.000000	447	131	0
RNF14	288.500000	577	0	0
PAWR	288.500000	465	112	0
NDUFV2	288.500000	577	0	0
NDE1	288.500000	357	220	0
KIAA0100	288.500000	437	140	0
ID3	288.500000	577	0	0
GTF2IRD2	288.500000	494	83	0
TMEM205	288.000000	576	0	0
RPL10	288.000000	383	193	0
MOCS2	288.000000	576	0	0
CLTC	288.000000	370	206	0
CCDC159	288.000000	576	0	0
PMM1	287.500000	575	0	0
NDUFS8	287.500000	575	0	0
MYO5B	287.500000	575	0	0
CDR2	287.500000	354	221	0
ZBTB25	287.000000	316	258	0
ZBTB1	287.000000	316	258	0
UBE2W	287.000000	492	82	0
TCAF2	287.000000	574	0	0
PNKD	287.000000	574	0	0
AAMP	287.000000	574	0	0
LMBR1L	286.500000	573	0	0
GAA	286.500000	573	0	0
WDR89	286.000000	412	160	0
SAMD4B	286.000000	572	0	0
RALGPS2	286.000000	361	211	0
JADE1	286.000000	365	207	0
DHODH	286.000000	421	151	0
CPD	286.000000	572	0	0
TPK1	285.500000	571	0	0
TMEM106B	285.500000	352	219	0
TFB2M	285.500000	571	0	0
SYNRG	285.500000	381	190	0
SIK1B	285.500000	571	0	0
SIK1	285.500000	571	0	0
ENTPD4	285.500000	571	0	0
COPS7A	285.500000	571	0	0
CNST	285.500000	571	0	0
SPG11	285.000000	354	216	0
RNASEH1	285.000000	313	257	0
P3H4	285.000000	491	79	0
GALNT14	285.000000	570	0	0
DYNLT3	285.000000	570	0	0
LYPLAL1	284.500000	569	0	0
INAVA	284.500000	569	0	0
HENMT1	284.500000	388	181	0
DDT	284.000000	403	165	0
COMMD3-BMI1	284.000000	388	180	0
COMMD3	284.000000	388	180	0
ZNF56	283.500000	433	134	0
SLC39A1	283.500000	369	198	0
RTCA	283.500000	407	160	0
PEX3	283.500000	242	325	0
NRL	283.500000	339	228	0
FAM234A	283.500000	468	99	0
EIF4EBP3	283.500000	567	0	0
DCAF11	283.500000	339	228	0
CREB3L4	283.500000	369	198	0
CHD1	283.500000	567	0	0
ASL	283.500000	418	149	0
ADAT2	283.500000	242	325	0
ZDHHC13	283.000000	438	128	0
RBM34	283.000000	442	124	0
RAP2A	283.000000	406	160	0
NUDT16L1	283.000000	566	0	0
MRTO4	283.000000	421	145	0
METTL26	283.000000	444	122	0
EMC1	283.000000	421	145	0
AGA	283.000000	566	0	0
VPS45	282.500000	356	209	0
TXNL4A	282.500000	437	128	0
TCF12	282.500000	379	186	0
RBFA	282.500000	437	128	0
PRELID3A	282.500000	469	96	0
ELAVL3	282.500000	272	293	0
ARRB2	282.500000	565	0	0
SPTAN1	282.000000	381	183	0
SP3	282.000000	428	136	0
SMKR1	282.000000	376	188	0
CBX7	282.000000	564	0	0
SLC25A14	281.500000	403	160	0
GCC2	281.500000	490	73	0
UCHL1	281.000000	447	115	0
PFDN2	281.000000	430	132	0
NIT1	281.000000	430	132	0
ARF4	281.000000	417	145	0
STX16	280.500000	443	118	0
HEXIM2	280.500000	561	0	0
ZNF280C	280.000000	456	104	0
SHLD2	280.000000	431	129	0
LIX1L	280.000000	560	0	0
GLUD1	280.000000	431	129	0
FARP2	280.000000	560	0	0
TBK1	279.500000	387	172	0
SPTBN4	279.500000	559	0	0
RBM26	279.500000	392	167	0
KNOP1	279.500000	344	215	0
BLVRB	279.500000	559	0	0
ARMC2	279.500000	559	0	0
SRSF6	279.000000	357	201	0
PRPF3	279.000000	440	118	0
VIM	278.500000	257	300	0
TBC1D2	278.500000	402	155	0
SRPRA	278.500000	490	67	0
SLC9B1	278.500000	365	192	0
RPL27A	278.500000	391	166	0
RPL22	278.500000	436	121	0
PARN	278.500000	450	107	0
NT5DC3	278.500000	557	0	0
LRP11	278.500000	407	150	0
FOXRED1	278.500000	490	67	0
ETV1	278.500000	557	0	0
CNTN4	278.500000	557	0	0
CAPRIN1	278.500000	448	109	0
WBP11	278.000000	556	0	0
SPSB3	278.000000	454	102	0
OSTM1	278.000000	556	0	0
CLPP	278.000000	432	124	0
C12orf60	278.000000	556	0	0
ZNF547	277.500000	432	123	0
WWC1	277.500000	555	0	0
TRAPPC2B	277.500000	432	123	0
RNF103	277.500000	442	113	0
ZNF507	277.000000	409	145	0
SLC30A6	277.000000	338	216	0
PANX1	277.000000	397	157	0
PAIP2	277.000000	554	0	0
IREB2	277.000000	554	0	0
GBF1	277.000000	554	0	0
C16orf71	277.000000	410	144	0
ANKS3	277.000000	410	144	0
NONO	276.500000	553	0	0
NHLRC2	276.500000	423	130	0
DCLRE1A	276.500000	423	130	0
ARL14EP	276.500000	431	122	0
YY1	276.000000	403	149	0
LUC7L3	276.000000	296	256	0
GALNT18	276.000000	552	0	0
C5orf51	276.000000	439	113	0
WIPI1	275.500000	551	0	0
SPATC1L	275.500000	220	331	0
MTRF1L	275.500000	251	300	0
SORBS1	275.000000	550	0	0
PRRC2C	275.000000	394	156	0
PRKRA	275.000000	433	117	0
PJVK	275.000000	433	117	0
IFNAR1	275.000000	317	233	0
GTF3C2	275.000000	331	219	0
GAREM1	275.000000	550	0	0
ETV5	275.000000	415	135	0
EHD4	275.000000	387	163	0
XPOT	274.500000	549	0	0
TMEM179B	274.500000	446	103	0
MTCH1	274.500000	549	0	0
MAP3K13	274.500000	425	124	0
FGGY	274.500000	464	85	0
FDFT1	274.500000	438	111	0
ACER3	274.500000	549	0	0
ZNF408	274.000000	548	0	0
SLC22A5	274.000000	415	133	0
SERPINI1	274.000000	417	131	0
PDCD10	274.000000	417	131	0
NFE2L2	274.000000	364	184	0
NCOA7	274.000000	417	131	0
HP1BP3	274.000000	394	154	0
DDX59	274.000000	423	125	0
CAMLG	274.000000	408	140	0
ARHGAP1	274.000000	548	0	0
SLC25A39	273.500000	408	139	0
NEK11	273.500000	345	202	0
ASTE1	273.500000	345	202	0
TAF1D	273.000000	546	0	0
TAF11	273.000000	199	347	0
RPL7	273.000000	357	189	0
RDH10	273.000000	357	189	0
FUBP1	273.000000	417	129	0
DNAJB4	273.000000	417	129	0
CCNJ	273.000000	546	0	0
C11orf54	273.000000	546	0	0
ANKS1A	273.000000	199	347	0
TAOK1	272.500000	433	112	0
SCNM1	272.500000	545	0	0
RPL37	272.500000	411	134	0
RPAP2	272.500000	450	95	0
RBPJ	272.500000	545	0	0
POLRMT	272.500000	396	149	0
N6AMT1	272.500000	293	252	0
LYSMD1	272.500000	545	0	0
ITPKA	272.500000	545	0	0
GLMN	272.500000	450	95	0
FAR2	272.500000	545	0	0
EIF2AK1	272.500000	443	102	0
FBXO46	272.000000	544	0	0
UBXN2B	271.500000	220	323	0
TMEM91	271.500000	469	74	0
TIMM13	271.500000	356	187	0
RMDN2	271.500000	372	171	0
JOSD1	271.500000	543	0	0
FEM1A	271.500000	457	86	0
B9D2	271.500000	469	74	0
SPAG16	271.000000	464	78	0
SH3BGR	271.000000	542	0	0
MYEF2	271.000000	309	233	0
ITGB1BP1	271.000000	348	194	0
CTXN2	271.000000	309	233	0
CPSF3	271.000000	348	194	0
CFAP221	271.000000	542	0	0
SDHAF2	270.500000	310	231	0
RIOK1	270.500000	346	195	0
RAB1B	270.500000	541	0	0
CPSF7	270.500000	310	231	0
CAGE1	270.500000	346	195	0
C11orf80	270.500000	541	0	0
PLAA	270.000000	249	291	0
ORC5	270.000000	329	211	0
KAT5	270.000000	427	113	0
IFT74	270.000000	249	291	0
SLC19A1	269.500000	539	0	0
SETD3	269.500000	439	100	0
FOXJ1	269.500000	364	175	0
CCNK	269.500000	439	100	0
BRD3	269.500000	539	0	0
MIB2	269.000000	538	0	0
CAT	269.000000	538	0	0
ANKRD28	269.000000	538	0	0
TXLNA	268.500000	404	133	0
SEMA6C	268.500000	537	0	0
PSMA6	268.500000	377	160	0
MX1	268.500000	537	0	0
GCNT1	268.500000	537	0	0
DUS2	268.500000	252	285	0
DDX28	268.500000	252	285	0
VPS4B	268.000000	410	126	0
VHL	268.000000	536	0	0
RPGRIP1L	268.000000	411	125	0
PAK4	268.000000	357	179	0
FTO	268.000000	411	125	0
CEP57L1	268.000000	536	0	0
CABIN1	268.000000	536	0	0
BCL7B	268.000000	536	0	0
YARS1	267.500000	428	107	0
TAF1A	267.500000	224	311	0
S100PBP	267.500000	428	107	0
KANSL2	267.500000	430	105	0
BICD1	267.500000	403	132	0
SRD5A3	267.000000	534	0	0
INTS3	267.000000	434	100	0
GNAI2	267.000000	534	0	0
FAM133B	267.000000	398	136	0
ZFYVE28	266.500000	533	0	0
WIPI2	266.500000	405	128	0
SH3GLB1	266.500000	392	141	0
RPL15	266.500000	533	0	0
PRKCE	266.500000	533	0	0
MAP2K3	266.500000	533	0	0
EML4	266.500000	533	0	0
CFAP99	266.500000	533	0	0
ADAM10	266.500000	429	104	0
SH3GLB2	266.000000	392	140	0
RNF11	266.000000	532	0	0
RASA2	266.000000	387	145	0
PCM1	266.000000	532	0	0
KIF1C	266.000000	532	0	0
INCA1	266.000000	532	0	0
GNAZ	266.000000	347	185	0
CCDC117	266.000000	369	163	0
TMEM168	265.500000	434	97	0
NOS1AP	265.500000	531	0	0
LANCL1	265.500000	531	0	0
IRF5	265.500000	531	0	0
HERPUD1	265.500000	342	189	0
CPS1	265.500000	531	0	0
ZNF850	265.000000	148	382	0
ZNF721	265.000000	296	234	0
PIGG	265.000000	296	234	0
FBXL5	265.000000	421	109	0
FBL	265.000000	530	0	0
ESCO1	265.000000	356	174	0
SF3B6	264.500000	529	0	0
PRPF19	264.500000	342	187	0
MXD4	264.500000	529	0	0
FRMD5	264.500000	299	230	0
RPS23	264.000000	528	0	0
BTBD10	264.000000	378	150	0
ATP6AP1L	264.000000	528	0	0
PPIP5K2	263.500000	367	160	0
GIN1	263.500000	367	160	0
DUSP7	263.500000	527	0	0
SUPT6H	263.000000	382	144	0
SDF2	263.000000	382	144	0
RLF	263.000000	397	129	0
PRMT9	263.000000	339	187	0
BCL7C	263.000000	307	219	0
ZNF263	262.500000	350	175	0
DNAH14	262.500000	179	346	0
CNOT4	262.500000	348	177	0
BCL2L13	262.500000	444	81	0
UBE2G2	262.000000	389	135	0
ST6GAL1	262.000000	376	148	0
SLC25A12	262.000000	524	0	0
MRPS21	262.000000	367	157	0
IST1	262.000000	409	115	0
CEP41	262.000000	524	0	0
TEN1	261.500000	380	143	0
SGSM3	261.500000	523	0	0
PPP1R21	261.500000	523	0	0
LPIN2	261.500000	523	0	0
EXOSC10	261.500000	523	0	0
CLNS1A	261.500000	316	207	0
AKAP9	261.500000	523	0	0
ACOX1	261.500000	380	143	0
TMCO3	261.000000	449	73	0
TERF2	261.000000	522	0	0
TADA2A	261.000000	522	0	0
RSL1D1	261.000000	436	86	0
PRR3	261.000000	331	191	0
MTA2	261.000000	522	0	0
GNL1	261.000000	331	191	0
DCUN1D2	261.000000	449	73	0
ACACA	261.000000	522	0	0
RAB11FIP3	260.500000	315	206	0
PTGES2	260.500000	318	203	0
MPP1	260.500000	521	0	0
MEGF8	260.500000	521	0	0
MCPH1	260.500000	380	141	0
LLPH	260.500000	412	109	0
GCLM	260.500000	298	223	0
UBN1	260.000000	285	235	0
SLAMF6	260.000000	520	0	0
RSL24D1	260.000000	322	198	0
MYH10	260.000000	520	0	0
GLYR1	260.000000	285	235	0
GAS6	260.000000	520	0	0
FBXO8	260.000000	407	113	0
CEP44	260.000000	407	113	0
ANKRD44	260.000000	520	0	0
ZFR	259.500000	387	132	0
ZAR1L	259.500000	406	113	0
TTC12	259.500000	519	0	0
TPRN	259.500000	519	0	0
KLF11	259.500000	519	0	0
DYRK1B	259.500000	519	0	0
CUTC	259.500000	372	147	0
COX15	259.500000	372	147	0
BRCA2	259.500000	406	113	0
ALKBH2	259.500000	261	258	0
ZNF700	259.000000	365	153	0
PUF60	259.000000	387	131	0
PCLO	259.000000	518	0	0
NPRL2	259.000000	363	155	0
FAM174B	259.000000	339	179	0
CYB561D2	259.000000	363	155	0
REV1	258.500000	351	166	0
MRPL10	258.500000	517	0	0
LRRC46	258.500000	517	0	0
ANKRD31	258.500000	395	122	0
THUMPD3	258.000000	307	209	0
RBM18	258.000000	266	250	0
MYORG	258.000000	516	0	0
MRRF	258.000000	266	250	0
KLHL32	258.000000	516	0	0
FAM104A	258.000000	516	0	0
C17orf80	258.000000	516	0	0
ARMC5	258.000000	332	184	0
ZFYVE19	257.500000	515	0	0
STARD4	257.500000	420	95	0
SAP30	257.500000	515	0	0
FANCM	257.500000	233	282	0
DNAJC17	257.500000	515	0	0
DNAJC1	257.500000	370	145	0
ARHGEF26	257.500000	515	0	0
ZNF282	257.000000	435	79	0
VKORC1	257.000000	292	222	0
TNIP2	257.000000	514	0	0
STEAP1B	257.000000	514	0	0
SSU72	257.000000	326	188	0
RPL3	257.000000	514	0	0
MEF2A	257.000000	328	186	0
CNNM3	257.000000	401	113	0
SLC7A1	256.500000	513	0	0
SENP5	256.500000	301	212	0
POLR2E	256.500000	513	0	0
GZF1	256.500000	381	132	0
TRIM27	256.000000	301	211	0
OTUD3	256.000000	512	0	0
OMA1	256.000000	512	0	0
CMTR1	256.000000	512	0	0
TUFM	255.500000	367	144	0
TRNAU1AP	255.500000	511	0	0
TP53INP1	255.500000	262	249	0
TIMM22	255.500000	511	0	0
SH2B1	255.500000	367	144	0
RSAD1	255.500000	330	181	0
QTRT2	255.500000	324	187	0
PPP1R2	255.500000	511	0	0
HLF	255.500000	511	0	0
ELOVL7	255.500000	398	113	0
CCDC191	255.500000	324	187	0
SMAP1	255.000000	510	0	0
POTEE	255.000000	0	510	0
NCBP2AS2	255.000000	409	101	0
NCBP2	255.000000	409	101	0
ZC2HC1C	254.500000	272	237	0
TAGLN2	254.500000	509	0	0
RAD50	254.500000	509	0	0
LRRC7	254.500000	509	0	0
AGK	254.500000	295	214	0
ACYP1	254.500000	272	237	0
MBNL3	254.000000	377	131	0
ITSN1	254.000000	508	0	0
FOCAD	254.000000	336	172	0
ELOC	254.000000	375	133	0
CRYZL1	254.000000	508	0	0
USP9X	253.500000	507	0	0
GLRX5	253.500000	264	243	0
CTBP1	253.500000	376	131	0
PUS7L	253.000000	506	0	0
MTRR	253.000000	368	138	0
IRAK4	253.000000	506	0	0
INKA1	253.000000	506	0	0
FASTKD3	253.000000	368	138	0
EIF3E	253.000000	356	150	0
DPM2	253.000000	309	197	0
TFG	252.500000	377	128	0
PHOSPHO2	252.500000	376	129	0
CCDC173	252.500000	376	129	0
PARS2	252.000000	431	73	0
DUSP22	252.000000	504	0	0
DHDH	252.000000	393	111	0
BTF3	252.000000	324	180	0
ASPSCR1	252.000000	504	0	0
ARHGEF7	252.000000	368	136	0
ZBTB48	251.500000	503	0	0
TMEM70	251.500000	351	152	0
SPHK1	251.500000	503	0	0
SMIM27	251.500000	361	142	0
PWWP3A	251.500000	503	0	0
PLPP5	251.500000	377	126	0
MED9	251.500000	503	0	0
FUT8	251.500000	503	0	0
CALM2	251.500000	279	224	0
UBE3C	251.000000	502	0	0
SF3A1	251.000000	369	133	0
FAHD2A	251.000000	368	134	0
CCDC157	251.000000	369	133	0
ZNF714	250.500000	132	369	0
LCLAT1	250.500000	308	193	0
GFI1	250.500000	501	0	0
CRYBG1	250.500000	501	0	0
TMEM141	250.000000	500	0	0
STOML1	250.000000	500	0	0
SLC25A23	250.000000	500	0	0
TMEM237	249.500000	295	204	0
PGM1	249.500000	397	102	0
MBD3	249.500000	312	187	0
ING4	249.500000	499	0	0
EPS8	249.500000	499	0	0
CAPN7	249.500000	499	0	0
BRPF1	249.500000	499	0	0
URB2	249.000000	316	182	0
TAF5L	249.000000	316	182	0
SPRTN	249.000000	264	234	0
SNX3	249.000000	498	0	0
SIRT1	249.000000	334	164	0
NOL11	249.000000	390	108	0
MMACHC	249.000000	367	131	0
LYRM2	249.000000	498	0	0
ID1	249.000000	390	108	0
EXOC8	249.000000	264	234	0
C1GALT1	249.000000	417	81	0
TMEM186	248.500000	497	0	0
SLC5A3	248.500000	497	0	0
PMM2	248.500000	497	0	0
NOCT	248.500000	361	136	0
