Target_genes	E2F1|Average	SRX022432|HeLa	SRX150446|HeLa	SRX150563|HeLa	SRX734309|HMEC	SRX2565135|LNCAP	SRX2565136|LNCAP	SRX992662|LNCAP	SRX150556|MCF-7	SRX2585781|MDA-MB-231	SRX1726515|MM.1S	SRX275409|OCI-LY1	SRX1556104|PC-3	SRX1556105|PC-3	SRX1497386|RAJI	SRX1497396|RAJI	SRX1007721|SK-MEL-147	SRX1726518|U-266	SRX334238|Unclassified	SRX334239|Unclassified	SRX334242|Unclassified	SRX334243|Unclassified	SRX334246|Unclassified	SRX334247|Unclassified	SRX334250|Unclassified	SRX334251|Unclassified	SRX334254|Unclassified	SRX334255|Unclassified	SRX334258|Unclassified	SRX334259|Unclassified	SRX334262|Unclassified	SRX334263|Unclassified	SRX334265|Unclassified	SRX334266|Unclassified	SRX1548204|Wharton_Jelly	SRX1548205|Wharton_Jelly	SRX1548206|Wharton_Jelly	SRX1548207|Wharton_Jelly	SRX1548208|Wharton_Jelly	SRX1548209|Wharton_Jelly	STRING
CTBP1	243.666667	0	677	172	251	518	116	927	406	183	283	238	0	0	0	0	0	0	921	409	524	484	687	378	540	397	160	127	177	170	287	364	0	0	0	0	0	107	0	0	0
KNOP1	243.641026	141	796	382	720	650	143	826	1101	951	191	220	0	0	0	428	0	82	442	174	223	215	258	283	199	202	151	83	0	60	95	185	120	0	0	0	0	81	100	0	0
IQCK	243.641026	141	796	382	720	650	143	826	1101	951	191	220	0	0	0	428	0	82	442	174	223	215	258	283	199	202	151	83	0	60	95	185	120	0	0	0	0	81	100	0	0
CS	243.641026	117	437	330	294	622	199	894	780	907	650	182	0	0	109	262	0	0	512	230	209	248	536	267	304	273	97	107	0	141	185	271	339	0	0	0	0	0	0	0	0
ARNTL2	243.615385	0	1305	645	0	597	0	1009	1436	606	293	0	0	0	0	0	0	0	600	171	269	290	521	242	372	290	0	0	0	0	223	307	121	0	0	0	0	204	0	0	0
PPM1A	243.589744	0	701	596	220	840	116	1152	522	771	0	570	0	0	0	0	0	0	741	312	358	356	651	278	463	259	0	0	0	182	147	265	0	0	0	0	0	0	0	0	0
NPRL2	243.589744	0	0	0	329	489	165	663	2892	1007	291	215	0	0	0	110	0	0	675	346	249	308	459	192	372	246	0	0	0	0	145	158	189	0	0	0	0	0	0	0	0
PLCB4	243.538462	0	0	0	0	632	0	630	3584	0	0	0	0	0	0	0	0	0	535	257	479	546	602	307	444	516	0	109	108	211	133	253	152	0	0	0	0	0	0	0	0
HES1	243.538462	0	1077	667	180	490	150	682	1794	992	252	372	0	0	0	288	0	0	360	256	227	215	291	120	174	201	0	128	0	159	106	164	153	0	0	0	0	0	0	0	0
SLC30A4	243.512821	0	1004	370	148	742	87	792	825	0	135	161	0	0	0	0	0	159	946	512	396	507	661	296	527	513	0	110	0	130	190	286	0	0	0	0	0	0	0	0	0
SEPHS1	243.512821	0	726	404	247	352	112	704	1855	965	224	260	0	0	0	221	0	91	587	266	218	229	491	318	159	269	0	149	0	157	211	138	144	0	0	0	0	0	0	0	0
HDAC1	243.512821	149	0	0	198	958	204	1238	407	811	355	923	0	0	102	610	0	0	708	240	297	392	333	301	335	162	0	0	0	94	157	318	0	0	0	0	0	205	0	0	0
FBXO33	243.461538	0	694	462	162	565	172	844	2039	1365	182	316	0	0	0	276	0	0	384	189	262	158	305	91	231	159	130	86	0	0	95	167	161	0	0	0	0	0	0	0	0
TSTA3	243.384615	0	97	0	292	590	104	1056	1250	634	201	790	0	0	0	0	0	0	634	278	400	333	571	397	387	287	92	156	212	166	104	318	0	143	0	0	0	0	0	0	0
KLHL25	243.384615	0	89	0	0	1003	277	1545	0	865	0	326	0	0	0	0	0	0	1094	256	414	406	763	245	491	342	177	0	134	139	242	500	184	0	0	0	0	0	0	0	0
FPGS	243.358974	0	1500	409	0	629	0	576	295	913	0	315	0	0	0	141	0	0	801	364	487	392	804	354	285	296	133	122	0	134	251	290	0	0	0	0	0	0	0	0	0
DPEP2	243.179487	0	1031	494	310	433	0	591	1480	107	215	228	0	0	0	177	0	0	703	286	375	512	441	183	370	188	0	150	156	247	318	351	0	138	0	0	0	0	0	0	0
SIX1	243.051282	0	624	262	155	845	298	968	655	930	0	0	0	0	0	104	0	0	766	313	389	299	545	196	507	334	129	136	132	160	249	249	234	0	0	0	0	0	0	0	0
PRR30	243.051282	0	181	91	204	552	122	1389	614	688	724	365	0	0	0	216	0	105	899	301	361	208	547	284	352	214	148	125	0	125	95	224	135	0	0	0	0	88	122	0	0
PREB	243.051282	0	181	91	204	552	122	1389	614	688	724	365	0	0	0	216	0	105	899	301	361	208	547	284	352	214	148	125	0	125	95	224	135	0	0	0	0	88	122	0	0
GLRX2	243.025641	0	1165	615	262	802	131	1279	1250	624	246	282	0	0	0	154	0	0	560	321	292	204	229	215	290	169	0	0	122	0	107	159	0	0	0	0	0	0	0	0	0
RANGAP1	242.948718	0	461	268	308	959	259	1417	1143	680	854	266	0	0	0	229	0	0	449	169	290	192	325	171	325	186	116	0	0	88	0	172	148	0	0	0	0	0	0	0	0
ICE1	242.948718	178	1256	984	123	431	0	968	2341	1308	277	109	0	0	0	163	0	0	222	174	168	162	275	0	142	96	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
DBNL	242.846154	0	134	0	0	1215	208	687	899	1409	746	738	0	0	289	455	0	231	475	200	218	193	339	225	274	277	0	0	0	0	140	119	0	0	0	0	0	0	0	0	0
EEA1	242.769231	87	442	192	242	430	0	1079	931	955	931	202	0	0	0	0	0	0	869	270	216	395	613	150	284	269	113	123	0	179	166	330	0	0	0	0	0	0	0	0	0
DNAJB4	242.666667	107	454	337	263	405	182	1204	1925	2067	263	0	0	0	0	167	0	0	426	210	136	205	260	0	154	127	0	0	0	146	0	201	225	0	0	0	0	0	0	0	0
TP73	242.615385	0	609	641	371	655	128	670	1904	311	458	646	0	0	133	564	0	0	332	189	182	337	445	222	360	143	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0
TTLL12	242.564103	0	397	215	268	908	245	1329	451	1232	349	369	0	0	0	163	0	0	535	299	216	229	530	213	262	253	0	140	109	0	203	409	0	0	0	0	0	136	0	0	0
RAD54L2	242.538462	491	532	274	185	739	0	645	465	725	132	261	0	0	0	0	0	0	964	327	414	384	690	350	344	406	96	125	0	237	215	276	107	0	0	0	0	75	0	0	0
H4C5	242.487179	189	133	167	601	700	205	1365	1606	87	382	360	0	0	0	222	0	0	442	203	252	201	362	273	322	319	0	0	0	0	156	207	469	120	0	0	0	114	0	0	0
ZNF785	242.461538	112	0	117	382	1230	532	2116	1160	1003	0	122	0	0	0	0	0	0	373	118	173	220	525	217	134	168	0	0	0	143	172	220	219	0	0	0	0	0	0	0	0
GAA	242.461538	0	555	217	169	451	108	669	602	287	323	399	0	0	0	0	0	152	996	466	367	328	667	368	493	496	124	198	181	113	281	446	0	0	0	0	0	0	0	0	0
HROB	242.435897	0	454	212	999	1524	584	1655	427	1063	0	140	0	0	0	295	0	0	261	130	75	144	258	0	250	165	0	0	0	148	151	147	255	0	0	0	0	118	0	0	0
FOXD2	242.384615	0	1078	505	340	478	121	983	1267	441	602	399	0	0	198	602	0	0	389	182	264	209	242	0	150	177	111	0	132	166	167	120	130	0	0	0	0	0	0	0	0
SHLD2	242.256410	0	1529	635	226	282	0	809	968	786	160	425	0	0	0	175	0	0	795	255	200	220	543	253	303	331	0	0	0	149	151	253	0	0	0	0	0	0	0	0	0
GLUD1	242.256410	0	1529	635	226	282	0	809	968	786	160	425	0	0	0	175	0	0	795	255	200	220	543	253	303	331	0	0	0	149	151	253	0	0	0	0	0	0	0	0	0
ABI1	242.205128	0	202	0	248	628	212	969	693	1394	275	619	0	0	128	292	0	0	518	335	339	344	639	110	341	199	122	0	190	122	179	193	155	0	0	0	0	0	0	0	0
SERPINB8	242.179487	0	2079	1309	454	737	0	558	1302	609	0	0	0	0	0	0	0	0	385	284	332	190	211	231	301	123	0	0	0	0	160	180	0	0	0	0	0	0	0	0	0
PDIA3	242.153846	0	528	159	197	826	156	842	180	481	232	242	0	0	0	259	0	117	1045	452	407	415	628	250	609	393	96	0	0	167	227	372	0	0	0	0	0	164	0	0	0
SMURF1	242.102564	0	194	0	0	909	138	794	244	443	0	499	0	0	0	0	0	0	1121	360	472	462	945	452	640	459	205	184	124	157	183	457	0	0	0	0	0	0	0	0	0
C8orf48	242.025641	0	0	0	349	645	0	609	974	1351	991	0	0	0	0	0	0	0	719	246	266	330	607	230	367	275	140	0	0	163	261	387	171	0	0	123	0	235	0	0	0
ZNF75A	241.948718	0	197	172	256	591	296	441	820	1475	152	115	0	0	0	0	0	0	772	336	440	295	502	272	387	428	186	0	0	124	280	409	317	173	0	0	0	0	0	0	0
TIGD7	241.948718	0	197	172	256	591	296	441	820	1475	152	115	0	0	0	0	0	0	772	336	440	295	502	272	387	428	186	0	0	124	280	409	317	173	0	0	0	0	0	0	0
SEPTIN2	241.948718	126	1321	409	579	358	0	647	1298	1049	399	347	0	0	78	300	0	81	465	174	205	127	371	183	290	186	0	0	0	167	140	136	0	0	0	0	0	0	0	0	0
RNF130	241.948718	0	705	233	148	758	169	1152	862	762	0	0	0	0	0	0	0	0	879	332	265	245	401	363	502	477	147	148	0	237	219	232	94	0	0	0	0	106	0	0	0
MCUR1	241.948718	0	872	284	242	506	84	1313	1133	691	511	401	0	0	0	0	0	121	649	186	338	218	317	189	348	192	184	0	0	166	144	347	0	0	0	0	0	0	0	0	0
HDLBP	241.948718	126	1321	409	579	358	0	647	1298	1049	399	347	0	0	78	300	0	81	465	174	205	127	371	183	290	186	0	0	0	167	140	136	0	0	0	0	0	0	0	0	0
SORBS1	241.923077	0	1625	626	164	539	122	837	1161	158	512	0	0	0	0	0	0	0	510	249	349	282	489	213	474	234	128	142	0	141	144	212	124	0	0	0	0	0	0	0	0
PSMG3	241.897436	0	620	273	190	749	185	611	801	313	341	337	0	0	0	0	0	0	744	450	505	341	645	327	510	327	0	163	0	173	231	390	0	0	0	0	0	208	0	0	0
METTL26	241.846154	134	754	350	772	714	157	692	1102	282	313	267	0	0	106	165	214	0	705	252	286	278	469	229	251	221	0	108	0	0	168	240	203	0	0	0	0	0	0	0	0
ARL2	241.846154	100	173	109	170	735	203	1263	246	992	358	352	0	0	126	349	0	0	699	359	411	381	483	303	372	347	96	170	130	122	0	237	146	0	0	0	0	0	0	0	0
PPID	241.794872	0	0	0	506	1587	349	1918	322	1505	137	137	0	0	0	0	0	0	369	109	298	149	213	227	253	281	0	0	142	182	163	210	135	122	0	116	0	0	0	0	0
PPP5D1	241.743590	0	654	142	191	603	122	1178	792	915	515	601	0	0	107	401	0	145	537	216	261	246	541	188	276	222	0	0	0	110	147	318	0	0	0	0	0	0	0	0	0
CALM3	241.743590	0	654	142	191	603	122	1178	792	915	515	601	0	0	107	401	0	145	537	216	261	246	541	188	276	222	0	0	0	110	147	318	0	0	0	0	0	0	0	0	0
SLC35E3	241.717949	0	148	117	1096	1050	340	2177	916	1226	178	0	0	0	0	167	0	104	297	153	178	131	223	209	127	136	0	0	0	0	0	134	320	0	0	0	0	0	0	0	0
PLGRKT	241.692308	0	212	166	213	1425	396	875	967	720	379	242	0	0	0	199	0	0	683	271	311	303	432	260	353	301	195	0	0	163	0	215	145	0	0	0	0	0	0	0	0
ACTRT3	241.692308	0	238	107	653	728	204	778	1498	1623	220	1208	0	0	0	164	387	0	336	194	139	133	264	188	254	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POMP	241.666667	0	0	115	192	1097	202	929	477	1816	0	275	0	0	108	346	0	0	470	297	422	268	271	227	396	306	168	156	156	175	213	343	0	0	0	0	0	0	0	0	0
MAK16	241.641026	105	203	176	303	511	0	1123	496	1191	443	139	0	0	0	196	0	0	774	284	250	237	588	413	405	322	146	198	127	83	165	273	273	0	0	0	0	0	0	0	0
RBM28	241.564103	109	0	0	131	1403	283	582	1099	1790	136	562	0	0	189	670	0	0	354	250	165	287	410	176	168	95	0	166	0	0	0	165	154	0	0	0	0	77	0	0	0
ARL5B	241.487179	0	0	0	666	370	157	2227	324	1163	450	119	0	0	185	686	0	0	290	231	259	0	487	190	263	256	0	0	0	132	160	161	461	181	0	0	0	0	0	0	0
TAF1A	241.461538	0	246	161	152	1148	454	1676	1484	902	0	153	0	0	0	0	0	0	471	213	225	336	352	186	201	188	0	0	0	148	131	204	386	0	0	0	0	0	0	0	0
ZDHHC14	241.410256	0	532	318	340	497	125	618	1746	321	154	198	0	0	0	332	0	0	673	319	362	368	579	320	343	336	218	168	0	0	155	270	0	0	0	123	0	0	0	0	0
TMED2	241.307692	0	144	131	0	748	357	739	970	1038	0	354	0	0	0	154	0	0	764	200	493	355	594	253	487	374	0	144	84	203	220	339	266	0	0	0	0	0	0	0	0
SLC9A8	241.230769	0	498	251	212	705	141	1225	1357	773	331	325	0	0	0	338	0	0	592	238	236	239	367	197	353	216	119	0	0	133	130	248	0	0	0	0	0	184	0	0	0
SEPTIN1	241.230769	0	153	218	205	521	166	1080	601	993	380	130	0	0	0	193	0	0	650	348	307	402	506	369	315	436	177	0	0	280	235	428	315	0	0	0	0	0	0	0	0
CNOT6	241.230769	0	541	365	255	378	103	656	1435	1065	260	666	0	0	0	0	0	0	477	245	310	465	548	285	243	247	111	0	0	125	207	285	136	0	0	0	0	0	0	0	0
ETV3	241.153846	0	584	251	216	897	127	1063	406	736	197	214	0	0	0	0	0	0	846	248	370	486	580	289	430	275	202	172	77	121	137	361	0	0	0	0	0	120	0	0	0
OGFOD2	241.128205	0	0	90	307	712	190	823	680	732	171	335	0	0	92	340	0	0	865	303	323	478	621	337	322	386	0	166	0	177	162	231	249	177	0	0	0	135	0	0	0
NGRN	241.128205	170	404	294	255	1106	222	752	1238	1751	243	211	0	0	0	244	0	0	487	120	220	124	253	172	189	149	0	0	147	0	180	198	164	0	0	0	0	111	0	0	0
CEBPA	241.128205	0	1259	668	0	587	0	566	655	0	0	0	0	0	0	0	0	0	933	490	404	425	638	380	532	357	192	238	181	268	321	310	0	0	0	0	0	0	0	0	0
LATS1	241.102564	106	739	318	172	623	0	565	1387	990	0	355	0	0	87	390	0	144	489	232	242	335	361	232	410	266	0	126	113	133	132	285	0	0	0	0	0	171	0	0	0
ISY1-RAB43	241.076923	143	345	398	130	606	171	311	2823	1497	160	852	0	0	0	128	0	0	456	164	217	159	181	120	147	133	0	0	0	0	146	0	0	0	0	0	0	115	0	0	0
ISY1	241.076923	143	345	398	130	606	171	311	2823	1497	160	852	0	0	0	128	0	0	456	164	217	159	181	120	147	133	0	0	0	0	146	0	0	0	0	0	0	115	0	0	0
DYNLT3	241.076923	151	336	204	0	570	101	899	1288	737	372	209	0	0	0	0	0	0	883	385	339	354	584	384	307	335	0	121	0	0	214	319	140	170	0	0	0	0	0	0	0
TOR1A	241.051282	144	845	328	362	701	132	554	1020	954	0	343	0	0	0	175	0	0	573	297	389	285	503	282	372	220	134	0	0	162	114	396	116	0	0	0	0	0	0	0	0
ASAP1	241.051282	0	1272	744	504	605	92	865	1463	537	0	0	0	0	0	0	0	0	562	221	350	197	375	172	230	332	179	136	0	109	133	323	0	0	0	0	0	0	0	0	0
BARHL1	241.025641	0	0	0	203	879	111	686	1452	0	386	0	0	0	0	0	0	0	943	350	513	400	477	527	376	397	190	130	120	217	357	347	262	77	0	0	0	0	0	0	0
TMEM38A	241.000000	0	685	145	261	340	110	1104	194	1899	492	239	0	0	0	237	0	0	736	340	297	307	475	345	319	245	0	0	0	119	195	210	105	0	0	0	0	0	0	0	0
SMIM7	241.000000	0	685	145	261	340	110	1104	194	1899	492	239	0	0	0	237	0	0	736	340	297	307	475	345	319	245	0	0	0	119	195	210	105	0	0	0	0	0	0	0	0
DNAJB5	240.923077	0	0	0	272	790	230	933	484	549	740	319	0	0	0	214	0	0	758	303	279	328	602	250	485	308	172	172	184	207	183	264	173	117	0	0	0	80	0	0	0
SUMO3	240.871795	0	1242	532	215	397	0	779	2229	68	526	261	0	0	0	0	0	139	463	235	229	231	418	216	192	253	163	0	0	167	121	192	0	126	0	0	0	0	0	0	0
PFDN2	240.871795	0	817	463	196	891	144	1110	676	1125	197	235	0	0	0	244	0	0	675	313	276	231	466	269	361	258	0	0	147	0	76	224	0	0	0	0	0	0	0	0	0
NIT1	240.871795	0	817	463	196	891	144	1110	676	1125	197	235	0	0	0	244	0	0	675	313	276	231	466	269	361	258	0	0	147	0	76	224	0	0	0	0	0	0	0	0	0
RAVER2	240.846154	0	1585	680	190	641	0	1225	1542	0	687	218	0	0	0	0	0	0	508	207	297	207	235	154	360	240	0	0	139	152	0	126	0	0	0	0	0	0	0	0	0
CREBL2	240.820513	142	109	0	157	647	299	969	706	1003	228	111	0	0	0	262	0	0	761	455	250	364	547	291	350	314	145	126	0	180	174	553	178	71	0	0	0	0	0	0	0
TRIM26	240.794872	98	354	301	300	494	136	807	2112	905	869	608	0	0	177	611	0	0	339	147	218	209	250	111	122	0	0	107	0	0	0	0	116	0	0	0	0	0	0	0	0
LARP1	240.769231	0	627	144	0	525	0	872	228	893	280	288	0	0	0	0	0	68	952	423	485	488	825	383	373	328	152	156	155	154	240	351	0	0	0	0	0	0	0	0	0
LAPTM4A	240.769231	0	139	131	366	611	164	1051	1279	1039	593	373	0	0	82	325	0	0	633	229	278	291	341	243	302	231	0	0	0	174	197	205	0	0	0	0	0	113	0	0	0
TRAF3IP1	240.717949	0	705	252	264	564	81	1591	835	0	183	173	0	0	0	0	0	0	919	284	594	506	729	225	460	393	0	0	0	137	202	291	0	0	0	0	0	0	0	0	0
MGST1	240.692308	0	232	0	411	774	111	748	1776	1058	0	0	0	0	0	0	0	0	672	260	472	352	517	284	238	393	233	0	0	169	206	313	168	0	0	0	0	0	0	0	0
GIT2	240.641026	0	477	169	406	538	0	500	1020	457	331	0	0	0	0	0	0	0	801	382	563	329	893	340	511	276	242	250	194	246	0	362	0	0	0	0	0	98	0	0	0
ANKRD13A	240.641026	0	477	169	406	538	0	500	1020	457	331	0	0	0	0	0	0	0	801	382	563	329	893	340	511	276	242	250	194	246	0	362	0	0	0	0	0	98	0	0	0
EIF2AK3	240.461538	0	312	115	1151	1317	628	1564	750	1210	228	504	0	0	159	264	0	125	134	128	71	0	138	0	163	0	0	0	0	0	0	104	212	0	0	101	0	0	0	0	0
PPP6R3	240.435897	328	676	398	891	593	72	733	399	399	0	387	0	0	129	172	226	0	476	303	537	276	396	169	313	342	0	198	167	141	207	267	182	0	0	0	0	0	0	0	0
ADGRF3	240.435897	0	198	149	221	403	78	1068	1089	1013	727	255	0	0	0	230	0	181	570	153	228	439	617	385	364	192	126	0	0	0	186	270	235	0	0	0	0	0	0	0	0
KLF13	240.282051	0	1095	426	223	370	121	649	1078	284	1023	176	0	0	0	285	0	168	568	345	321	226	462	303	368	245	159	0	0	114	171	191	0	0	0	0	0	0	0	0	0
ELAC2	240.230769	0	136	105	306	765	184	1260	655	1350	505	314	0	0	0	317	0	0	371	219	384	307	410	238	358	193	179	97	86	161	0	185	170	114	0	0	0	0	0	0	0
PTPMT1	240.205128	142	687	346	490	588	0	1054	951	566	251	246	0	0	0	292	0	176	590	218	248	334	421	246	367	276	0	115	118	128	107	296	0	0	0	0	0	115	0	0	0
HMGB3	240.179487	0	125	0	0	1728	667	1810	597	963	280	151	0	0	0	0	0	0	409	207	174	150	398	224	241	204	0	0	152	109	0	315	210	132	0	0	0	0	121	0	0
NRBF2	240.153846	0	164	135	219	808	131	1152	906	1252	593	132	0	0	0	174	0	0	619	326	403	290	461	241	337	366	133	0	0	151	105	175	93	0	0	0	0	0	0	0	0
F2RL1	240.128205	0	0	0	545	648	0	1224	1415	330	189	0	0	0	0	0	0	0	930	406	386	337	599	218	467	244	137	152	154	193	280	390	121	0	0	0	0	0	0	0	0
RABGEF1	240.102564	136	375	217	227	910	136	1059	764	1359	229	380	0	0	0	354	0	0	460	275	272	317	472	181	191	207	0	0	0	113	220	279	67	0	0	0	0	164	0	0	0
MEF2A	240.102564	140	1436	633	0	620	0	652	1413	1045	0	161	0	0	0	282	0	0	502	202	325	216	459	211	307	291	0	0	0	100	199	170	0	0	0	0	0	0	0	0	0
SRGAP1	239.923077	0	1049	474	432	755	0	890	1592	249	416	0	0	0	0	0	0	0	509	158	274	290	433	340	217	237	0	193	136	178	155	272	0	0	0	0	0	108	0	0	0
UTP11	239.897436	156	0	0	274	851	229	1016	1126	1726	321	362	0	0	129	81	0	0	384	204	200	199	361	186	304	165	146	0	0	132	128	296	250	130	0	0	0	0	0	0	0
C17orf49	239.871795	0	706	317	109	492	144	976	735	1210	313	289	0	0	0	307	0	0	589	281	298	324	459	258	372	343	0	188	0	122	190	249	0	0	0	0	0	84	0	0	0
VPS28	239.794872	169	345	139	0	706	179	1046	632	770	304	553	0	0	0	252	0	0	693	339	339	391	573	342	266	170	116	136	197	154	274	267	0	0	0	0	0	0	0	0	0
ZNF680	239.743590	0	0	0	300	1564	504	1170	222	1004	0	182	0	0	0	262	0	0	767	247	264	411	548	157	318	327	122	0	112	148	125	152	320	124	0	0	0	0	0	0	0
LRRC8B	239.743590	159	1085	346	157	1122	0	918	1276	1037	219	193	0	0	0	0	0	0	511	225	257	246	280	246	250	110	114	0	129	109	150	211	0	0	0	0	0	0	0	0	0
NFE2L2	239.615385	136	464	217	221	630	0	810	1232	978	490	635	0	0	184	487	0	201	406	158	281	263	357	126	210	152	0	0	0	94	0	178	65	0	0	124	0	246	0	0	0
AP3B1	239.615385	0	232	292	244	641	147	624	1033	1188	498	169	0	0	137	345	0	0	695	241	337	213	377	195	398	234	0	145	0	0	204	289	169	122	0	0	0	176	0	0	0
SLC29A1	239.564103	151	901	554	257	916	111	1644	444	507	0	376	0	0	0	236	0	0	569	241	420	398	619	0	321	155	0	0	128	128	0	267	0	0	0	0	0	0	0	0	0
MIF4GD	239.538462	0	752	200	257	742	464	1231	675	310	150	315	0	0	0	0	0	0	791	343	305	273	658	389	431	221	0	0	0	146	154	288	247	0	0	0	0	0	0	0	0
DCAF11	239.512821	0	429	203	655	500	128	885	1807	978	327	224	0	0	0	219	0	121	399	203	278	205	475	300	245	247	107	0	0	0	197	209	0	0	0	0	0	0	0	0	0
CCDC155	239.487179	135	0	0	0	828	285	1424	0	0	267	746	0	0	100	345	0	0	775	388	421	531	712	331	376	380	160	0	0	199	285	279	244	129	0	0	0	0	0	0	0
LENG1	239.461538	0	0	84	360	1074	397	1074	1231	1229	434	139	0	0	0	268	0	0	481	188	304	225	294	296	213	153	122	0	110	86	0	206	277	94	0	0	0	0	0	0	0
CCDC177	239.410256	0	0	0	0	480	128	1148	1652	0	0	0	0	0	0	0	0	0	960	430	295	486	650	484	500	360	268	190	184	222	202	462	128	108	0	0	0	0	0	0	0
TCTA	239.384615	0	530	159	338	521	158	862	219	1849	471	188	0	0	0	0	0	0	779	365	289	240	670	283	322	217	168	0	123	175	252	158	0	0	0	0	0	0	0	0	0
RHOA	239.384615	0	530	159	338	521	158	862	219	1849	471	188	0	0	0	0	0	0	779	365	289	240	670	283	322	217	168	0	123	175	252	158	0	0	0	0	0	0	0	0	0
PSMA2	239.384615	0	0	0	195	790	167	1292	809	1170	567	297	0	0	0	311	0	119	608	401	253	254	565	330	368	212	0	0	0	137	114	200	177	0	0	0	0	0	0	0	0
PHLPP2	239.384615	0	1030	349	0	385	0	763	2715	152	247	276	0	0	0	0	0	0	515	289	309	435	429	238	161	137	0	123	88	175	118	215	187	0	0	0	0	0	0	0	0
NR2C2AP	239.384615	0	187	95	249	903	185	964	1687	1027	112	142	0	0	0	355	0	0	465	249	273	211	336	188	293	130	116	163	215	127	163	311	190	0	0	0	0	0	0	0	0
MRPL32	239.384615	0	0	0	195	790	167	1292	809	1170	567	297	0	0	0	311	0	119	608	401	253	254	565	330	368	212	0	0	0	137	114	200	177	0	0	0	0	0	0	0	0
ZFYVE26	239.358974	0	0	0	185	1057	692	834	512	1177	0	624	0	0	119	291	0	0	568	263	407	371	473	272	333	202	0	0	118	132	227	256	222	0	0	0	0	0	0	0	0
RAD51B	239.358974	0	0	0	185	1057	692	834	512	1177	0	624	0	0	119	291	0	0	568	263	407	371	473	272	333	202	0	0	118	132	227	256	222	0	0	0	0	0	0	0	0
PHETA1	239.333333	0	194	0	154	637	0	1054	217	543	262	0	0	0	0	0	0	0	1029	480	632	512	887	388	626	427	187	0	193	212	317	383	0	0	0	0	0	0	0	0	0
FBXO22	239.333333	278	478	232	279	798	0	639	1432	1688	307	234	0	0	0	274	0	0	473	153	243	211	388	253	203	204	94	0	0	0	133	340	0	0	0	0	0	0	0	0	0
SPINDOC	239.282051	0	902	427	277	1070	237	1271	632	367	268	287	0	0	0	0	0	0	559	261	341	386	470	146	336	270	0	93	90	257	194	191	0	0	0	0	0	0	0	0	0
IQCG	239.256410	139	103	0	336	1044	246	1095	634	1790	326	429	0	0	0	190	0	179	554	241	230	224	316	205	239	178	0	0	0	71	169	174	219	0	0	0	0	0	0	0	0
DRG1	239.230769	0	303	171	472	943	159	937	1248	1510	324	187	0	0	123	396	0	138	494	121	158	224	336	282	228	132	0	0	0	129	142	173	0	0	0	0	0	0	0	0	0
ADNP	239.102564	143	911	156	325	624	226	910	312	648	365	312	0	0	0	110	0	0	654	311	325	458	648	284	416	287	135	0	0	189	251	325	0	0	0	0	0	0	0	0	0
FEM1B	239.051282	397	472	173	257	766	142	934	583	1201	413	323	0	0	0	279	0	0	532	413	207	288	501	201	259	164	85	0	0	148	183	288	0	0	0	0	0	114	0	0	0
TIGD4	238.948718	0	105	168	156	807	113	1389	711	815	435	324	0	0	0	253	0	106	793	211	257	240	508	423	368	325	140	82	0	95	222	170	103	0	0	0	0	0	0	0	0
ARFIP1	238.948718	0	105	168	156	807	113	1389	711	815	435	324	0	0	0	253	0	106	793	211	257	240	508	423	368	325	140	82	0	95	222	170	103	0	0	0	0	0	0	0	0
RPL37	238.897436	608	129	0	342	816	239	846	634	1798	112	630	0	0	0	0	0	0	502	207	211	182	487	115	147	227	106	166	0	108	144	247	208	106	0	0	0	0	0	0	0
SURF6	238.743590	79	222	0	304	761	198	659	172	1279	98	340	0	0	0	146	0	0	746	364	330	508	665	452	387	199	142	195	0	239	247	385	194	0	0	0	0	0	0	0	0
SCML1	238.589744	151	141	0	0	909	250	1589	149	243	453	310	0	0	0	0	0	0	667	504	540	456	808	253	341	355	0	0	0	189	254	390	242	111	0	0	0	0	0	0	0
ACOT7	238.410256	0	1120	532	175	618	186	908	828	505	198	321	0	0	135	409	0	0	679	235	378	348	475	202	213	209	121	0	0	0	134	251	118	0	0	0	0	0	0	0	0
ZNF141	238.256410	0	0	0	461	742	332	940	884	1189	0	274	0	0	0	396	0	0	589	263	263	191	702	246	258	328	176	146	131	89	124	259	211	98	0	0	0	0	0	0	0
BCAR1	238.205128	0	931	395	0	704	207	1167	400	583	0	280	0	0	0	0	0	0	766	300	400	328	760	230	254	360	128	148	150	196	226	377	0	0	0	0	0	0	0	0	0
CCDC138	238.153846	0	436	228	357	1246	146	1355	616	807	352	258	0	0	0	166	0	133	594	297	341	352	536	152	196	244	0	0	0	0	161	210	105	0	0	0	0	0	0	0	0
TAP1	238.102564	0	750	308	183	623	210	1267	736	575	333	191	0	0	0	303	0	0	625	231	381	365	401	291	358	310	187	0	0	102	183	208	165	0	0	0	0	0	0	0	0
PSMB9	238.102564	0	750	308	183	623	210	1267	736	575	333	191	0	0	0	303	0	0	625	231	381	365	401	291	358	310	187	0	0	102	183	208	165	0	0	0	0	0	0	0	0
TM2D2	238.051282	0	324	0	262	939	179	1489	335	549	772	193	0	0	0	164	0	0	539	236	304	278	542	321	384	225	107	208	190	119	180	289	156	0	0	0	0	0	0	0	0
